RepRapFirmware height map file v2 generated at 2023-02-06 13:52, min error -0.054, max error 0.251, mean 0.022, deviation 0.056
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,248.00,0.00,231.00,-1.00,41.33,38.50,7,7
  0.251,  0.136,  0.100,  0.041,  0.010, -0.036, -0.007
  0.095,  0.024,  0.064, -0.006, -0.019, -0.030,  0.033
  0.026, -0.010, -0.022, -0.048, -0.029, -0.036,  0.030
  0.046,  0.000, -0.009,  0.002, -0.043, -0.054,  0.026
  0.066,  0.055,  0.014,  0.016, -0.007, -0.026, -0.009
  0.075,  0.061,  0.039,  0.058, -0.014, -0.012, -0.014
  0.121,  0.087,  0.045,  0.066, -0.019, -0.014, -0.030
